Name1,Name2,Name3,Price,Discount,Country,Producer,VendorCode,Weight,WeightUnit,Compound,Protein,Fat,Carbo,Portion,Guid,Adult,Link,CategoriesEnum
Крупа Булгур Просто Пшеничная,,,5.99,,Россия,"ООО Компания Ангстрем Трейдинг. Россия, 198035, г. Санкт-Петербург, ул. Шотландская, д.6",-895195260,500,Г,"Это крупа из твёрдой пшеницы крупного размера, его не требуется промывать и замачивать перед приготовлением. Такой сорт Булгура идеален для приготовления салата, гарнира, супа или самостоятельного блюда.",,,,,1367cce5-acd4-4e3e-92f7-e1546d5094e4,False,https://avatars.mds.yandex.net/get-eda/3507668/73cbc922be09d1e99c374e73292828e1/{w}x{h},
Каша Быстров Овсяная с Черникой,"Каша овсяная, не требующие варки, с черникой.",,1.48,,Россия,"ООО ""Нестле Россия"", филиал в г.Вологде, 160010, Россия, г. Вологда, ул. Михаила Поповича, д. 4а",-899762978,40,гр,"Каша овсяная, не требующие варки, с черникой.",,,,,772c8124-c4a2-4561-a983-b99e9ea5aee2,False,https://avatars.mds.yandex.net/get-eda/3502800/f7fb8b93e273123dfa85fdfe5dd9d8c7/{w}x{h},
Каша Быстров Овсяная Брусника-Мед,Каша Быстров Овсяная Брусника-Мед 40гр,,1.46,,Россия,Nestle,-895195920,40,гр,Каша Быстров Овсяная Брусника-Мед 40гр,,,,,3a0026ae-9507-43fb-b688-21c99789f6a2,False,https://avatars.mds.yandex.net/get-eda/3401132/6514413bae2b5314a75ae8c6ad48340d/{w}x{h},
Каша Овсяная Протеиновая Бионова с Чиа,Каша Овсяная Протеиновая Бионова с Чиа 40гр,,1.64,,Россия,Новапродукт ООО,-1125235244,40,гр,Каша Овсяная Протеиновая Бионова с Чиа 40гр,,,,,918484dc-fac3-416e-93ca-399527e4d625,False,https://avatars.mds.yandex.net/get-eda/3813301/15e993441659e48f13d5272e85738dad/{w}x{h},
Каша Протеиновая Бионова Овсяная с Клубникой,Каша Протеиновая Бионова Овсяная с Клубникой 40гр,,2.05,,Россия,Новапродукт ООО,-1018105435,40,гр,Каша Протеиновая Бионова Овсяная с Клубникой 40гр,,,,,ab626647-95ce-4c1c-93d3-f9f58319f8d5,False,https://avatars.mds.yandex.net/get-eda/3439028/8caec9a367053a2cb1b18d1e9b39ebd9/{w}x{h},
Каша Протеиновая Бионова Овсяная с Черникой,,,1.98,,Россия,Новапродукт ООО,-1018105437,40,гр,"Идеальный, сбалансированный продукт правильного питания для завтрака либо перекуса между основными приемами пищи – натуральный, полезный, богатый белком и пищевыми волокнами.",,,,,41a7df77-bab1-4315-9bc2-453eecbd5643,False,https://avatars.mds.yandex.net/get-eda/3772784/4404a634bdbabfe273fdb65aa5c2ccb6/{w}x{h},
Хлопья Гречневые Русский Завтрак,,,7.14,,Россия,"ООО ""Националь"", 198035, г. Санкт-Петербург, ул. Шотландская, д. 6, лит. А, п. 300, Россия.",-895194751,400,Г,"Гречневые хлопья являются ценным источником белка, который легко усваивается организмом. Время приготовления — около 3 минут.",,,,,8fc4b408-426d-430c-95ce-d01e9491c813,False,https://avatars.mds.yandex.net/get-eda/3490335/6744c4856f22f61be4bb1e4361d68eac/{w}x{h},
Пюре Быстрого Приготовления Биг Бон Жареная Курица с Сухариками,Пюре Быстрого Приготовления Биг Бон Жареная Курица с Сухариками 60гр,,3.60,,Россия,Маревен Фуд Сентрал,-895195762,60,гр,Пюре Быстрого Приготовления Биг Бон Жареная Курица с Сухариками 60гр,,,,,2167e55c-ee1c-4652-9dcd-abdda020632a,False,https://avatars.mds.yandex.net/get-eda/3806466/cf5e5cfd6e9e02633da29d1b8f14281d/{w}x{h},
Пюре Картофельное Быстрого Приготовления с Белыми Грибами,,,2.00,,Россия,"АО «Пищевой комбинат» «Милославский», 391770, Рязанская область, Милославский р-н, р. П. Милославское, ул. Привокзальная, д. 11 ",-895194532,40,гр,Картофельное пюре быстрого приготовления “Кунцево” позволяет сэкономить время. 100% натуральный картофель.,,,,,836482c5-7bdc-4349-bdbc-f97123c2f18f,False,https://avatars.mds.yandex.net/get-eda/3378693/4ae8f8f5e40852f58ddb4be6a4baa9b5/{w}x{h},
Вермишель Фунчоза под Тайским Соусом,Вермишель Фунчоза под Тайским Соусом 120гр,,6.42,,Китай,СанБонсаи ТД ООО,-1119798714,120,гр,Вермишель Фунчоза под Тайским Соусом 120гр,,,,,ff621a98-4709-457e-bc38-1f0d23416afe,False,https://avatars.mds.yandex.net/get-eda/3682162/83f698361b7e0a7fbb64bf7c3e1a986c/{w}x{h},
Пюре Картофельное Быстрого Приготовления с Курицей По-Домашнему,,,2.00,,Россия,"АО «Пищевой комбинат» «Милославский», 391770, Рязанская область, Милославский р-н, р. П. Милославское, ул. Привокзальная, д. 11 ",-895195208,40,гр,Картофельное пюре быстрого приготовления “Кунцево” позволяет сэкономить время. 100% натуральный картофель.,,,,,d910fbd5-9dc9-41a5-922b-8b31b2972dc6,False,https://avatars.mds.yandex.net/get-eda/3439767/c451651b0f88332e6b42889dfa6ccd9f/{w}x{h},
Пюре Картофельное Быстрого Приготовления с Луком,,,2.00,,Россия,"АО «Пищевой комбинат» «Милославский», 391770, Рязанская область, Милославский р-н, р. П. Милославское, ул. Привокзальная, д. 11 ",-895194655,40,гр,Картофельное пюре быстрого приготовления “Кунцево” позволяет сэкономить время. 100% натуральный картофель.,,,,,4088210a-3a10-454c-bcac-0e407b69d7ce,False,https://avatars.mds.yandex.net/get-eda/3502800/7422df57b4e8304d37189621ab4bcc2e/{w}x{h},
Суп быстрого приготовления Галина Бланка Грибной с Лапшой,,,2.08,,Россия,"ЗАО ""Юроп Фудс ГБ"", Россия, 606440, Нижегородская обл., г. Бор, ул. Кольцова, 20/7.",-895194341,52,Г,"Если хочется вкусного и ароматного первого блюда, пожалуй, нет ничего более желанного, чем горячий супчик на грибном бульоне. Попробуйте традиционный рецепт Грибного супа с лапшой от Gallina Blanca.",,,,,affbda35-e456-4d25-9ff2-f3cfb17f4bed,False,https://avatars.mds.yandex.net/get-eda/3559865/9b4deb988fdc464f00ab609bfb649df3/{w}x{h},
Суп Протеиновый Гороховый Томатный,Суп Протеиновый Гороховый Томатный 50гр,,3.81,,Россия,Изи Бэйз ООО,-1125235213,50,гр,Суп Протеиновый Гороховый Томатный 50гр,,,,,9120cc51-6a06-4184-a4fc-07cdf3a1bd0a,False,https://avatars.mds.yandex.net/get-eda/3506707/fab27c3fe6b7d5a92ee0ed5a78c90e6a/{w}x{h},
Крем-суп Протеиновый Бионова Грибной,Крем-суп Протеиновый Бионова Грибной 20гр,,2.61,,Россия,Новапродукт ООО,-1125235214,20,гр,Крем-суп Протеиновый Бионова Грибной 20гр,,,,,a3525992-3be1-4e75-a11b-ec6982e57b28,False,https://avatars.mds.yandex.net/get-eda/3439028/bb7df30aff4866ef9e2e5f9a46f86a7f/{w}x{h},
Ракушки Шоколадные Глазированные,,,2.57,,Беларусь,"Государственное предприятие ""Кондитерская фабрика ""Витьба"", 210038, г. Витебск, ул. Короткевича, 3, ",-899762708,250,г,,,,,,6e4f3c6c-26d4-4254-b0aa-6c369cb25dc2,False,https://avatars.mds.yandex.net/get-eda/3595156/5391b826bfac2ffe13b9893af39b7aff/{w}x{h},
Хлопья Кукурузные Глазированные,Полезный сухой завтрак,,2.60,,Беларусь,"КУП ""Витебский кондитерский комбинат ""Витьба"", 210038 г. Витебск, ул. Короткевича, 5",-895194115,330,г,,,,,,db490260-4dc3-4b00-afaa-085d36f4dd34,False,https://avatars.mds.yandex.net/get-eda/3569651/64a51530383b3d3d82fb5a229da4dc57/{w}x{h},
Хлопья Витьба Кукурузные Золотистые Глазированные,Хлопья Витьба Кукурузные Золотистые Глазированные 330г,,2.40,,Республика Беларусь,Витьба КФ ГП,-895194372,330,г,,,,,,2e36bf14-c114-4cef-990c-637199609e96,False,https://avatars.mds.yandex.net/get-eda/3502728/7e9732349b32abe18805ef406867921c/{w}x{h},
Подушечки Витьба с Шоколадной начинкой,Сладкие подушечки с шоколадной начинкой.,,3.04,,Беларусь,"КУП ""Витебский кондитерский комбинат ""Витьба"", 210038 г. Витебск, ул. Короткевича, 3",-895194632,250,г,,,,,,f3529e82-9b8b-420f-b627-e521279e4d12,False,https://avatars.mds.yandex.net/get-eda/3191933/216f0531565ea3efc6cbfb10dd57d806/{w}x{h},
Завтрак Сухой Зерно Воздушное Пшеница Мед,,,2.16,,Россия,"ОАО «Пищевой комбинат «Вологодский», Вологодская обл., Сокольский р-н, г. Кадников, ул. Механизаторов, 1, Россия.",-895194355,100,Г,"Воздушная пшеница - это сухой завтрак из зёрен натуральной пшеницы с мёдом. Содержит большое количество клетчатки, способствующей улучшению пищеварения. Отличная идея для вкусного питательного рациона, а также для быстрого перекуса. Можно добавить молоко или йогурт.",,,,,a718a3d0-8a58-40f2-9e70-0a27ab7629a1,False,https://avatars.mds.yandex.net/get-eda/3749380/fca38e9c1a88780a481524677fa8b54d/{w}x{h},
Завтрак Готовый Юникорн Колечки Фруктовые,Завтрак Готовый Юникорн Колечки Фруктовые 195гр,,8.37,,Россия,"ООО ""Келлогг Рус"", 394033, г. Воронеж, ул. Витрука, 4, Россия",-895194413,195,гр,Завтрак Готовый Юникорн Колечки Фруктовые 195гр,,,,,522efd79-41db-4e37-bd7d-e9db340197bf,False,https://avatars.mds.yandex.net/get-eda/3525402/bfafe86f9903fa0d77a216c3bcfc9ffd/{w}x{h},
Фасоль Альвадо Белая,ФАСОЛЬ  ALVADO БЕЛАЯ 700Г,,6.12,,Россия,Селтинг ООО,-895194702,700,гр,ФАСОЛЬ  ALVADO БЕЛАЯ 700Г,,,,,ee45667d-345d-4606-bce5-044c5d4160a4,False,https://avatars.mds.yandex.net/get-eda/3529621/d4e2c07738af5105d104ac51a26f3f7d/{w}x{h},
Горох Колотый Эколайн,,,1.95,,Россия,"ОДО ""ЭколайнГрупп""",-895195190,900,г,"Горох – это полноценный источник растительного белка, калия, витаминов группы В. Горох способствует снижению вероятности онкологических заболеваний, инфаркта, гипертонии и тормозит процессы старения кожи. Горох колотый освобожден от наружной оболочки и поэтому разваривается быстрее целого, имеет классический нейтральный вкус и кремообразную текстуру. Используется как самостоятельный гарнир, а также для приготовления супов, похлебок и соусов.",,,,,211d6a66-5718-4810-9415-2443d013c291,False,https://avatars.mds.yandex.net/get-eda/3454897/49d48b5edf4a3df19bcc1fd20333bee3/{w}x{h},
